tile_id,campaign,grid_x_km,grid_y_km,col_path,cir_path,col_size_bytes,cir_size_bytes,col_sha256,cir_sha256,col_points,cir_points,point_count_match,bounds,crs,split,source_readable,source_read_error,min_distance_to_train_m,min_distance_to_val_m,min_distance_to_test_m
PNOA_2015_GAL-W_506-4674_ORT-CLA-COL,GAL-W-2015,506,4674,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4674_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4674_ORT-CLA-CIR.laz,9730630,9162505,1d0daad6b667197913d6fc33dbb2f08b85d71f599881a2275d917b4144077266,e4374356c965e24ea22d6b01d50d4204f8bbddb30bb6d2ca8c9bc78fbfc6e02f,1508285,1508285,True,"[506000.0,4672000.0,507999.99,4673999.99]",EPSG:25829,train,True,,0.009999961766880006,141041.93465574674,67082.05274140161
PNOA_2015_GAL-W_506-4676_ORT-CLA-COL,GAL-W-2015,506,4676,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4676_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4676_ORT-CLA-CIR.laz,5888734,5587179,a94e7727fabb89a83ee754ecb63ceb4fbe858090a0d425ed5d1c8b23bd046222,d751f9c72ae0d401bc42e4f0e2645e1e687967a758bbcbf61217c375f6f41ae2,963963,963963,True,"[506000.0,4674000.0,507999.99,4675999.99]",EPSG:25829,train,True,,0.009999961592257023,139143.18988503233,68000.0135294118
PNOA_2015_GAL-W_506-4678_ORT-CLA-COL,GAL-W-2015,506,4678,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4678_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4678_ORT-CLA-CIR.laz,7438164,7076828,7443a2fd23766485cf91427fde80e57f29c87413409bb338ed82d95bb945981d,ef383ba3a2232405e394b2dbdda807cc50401ea9b9af0a528d064870f8df052b,1264241,1264241,True,"[506000.0,4676000.0,507999.99,4677999.99]",EPSG:25829,train,True,,0.009999961475841701,137247.32147232743,68963.77222861425
PNOA_2015_GAL-W_506-4680_ORT-CLA-COL,GAL-W-2015,506,4680,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4680_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4680_ORT-CLA-CIR.laz,3715685,3778233,066d0b913f0b1fe411f7a1158b695be67218608d419f995afb9747a52cd87fda,39efe30a0617f89e4aae5b967ccf86589f01f1bd9680b2c997c33192510d76e3,784414,784414,True,"[506000.0000000442,4678000.000012504,507999.99000004417,4679999.990012504]",EPSG:32629,train,True,,0.010000005946494639,135354.45027064945,69971.43646442573
PNOA_2015_GAL-W_506-4682_ORT-CLA-COL,GAL-W-2015,506,4682,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4682_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4682_ORT-CLA-CIR.laz,3047904,3047920,f3b42a9da996f1109dc6fd08ef7f2d462d71f1fefbffb13df748b4acf4cde82d,7810f5f174adf00166ffb8cfcbdc9343c950420b107978606e5b60c6733e1af7,820807,820807,True,"[506000.00000004424,4680000.000012521,507999.9900000442,4681999.990012521]",EPSG:32629,train,True,,0.010000005946494639,133464.70382862177,71021.13742363219
PNOA_2015_GAL-W_506-4684_ORT-CLA-COL,GAL-W-2015,506,4684,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4684_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4684_ORT-CLA-CIR.laz,3057507,3057507,e994604a8aae88d245ab47c07774631c241f8075fda24b0536961517e63be20f,22ff49a4284662ffb03dede5f2a8fa4093511ac543112469c0f9a9ee3563cc36,824804,824804,True,"[506000.00000004424,4682000.0000125365,507999.9900000442,4683999.990012537]",EPSG:32629,train,True,,0.010000005888286978,131578.2167687878,72111.03938370183
PNOA_2015_GAL-W_506-4686_ORT-CLA-COL,GAL-W-2015,506,4686,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4686_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_506-4686_ORT-CLA-CIR.laz,2960667,2960680,f0105f9ada8801944e2cffef03cc27fb4e53400a33df3655f061238fe764a9d4,e3b03c97c9e01e3ae9cd11529f65bbea7fe8c487682a0c5c5ffc0686380ecd6e,809365,809365,True,"[506000.00000004435,4684000.00001255,507999.99000004434,4685999.99001255]",EPSG:32629,train,True,,0.010000005946494639,129695.13131975038,73239.34762850516
PNOA_2015_GAL-W_508-4664_ORT-CLA-COL,GAL-W-2015,508,4664,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4664_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4664_ORT-CLA-CIR.laz,6351130,5388873,ea9b3c3cd5a4f21205f17af35fc4c9047fc55a2cd49faf0d116fe3dbdbb6fca5,74fbc4c75d20f4a145e1cf5e85612b6690c3c5d410de7407007db8e15307984c,1064615,1047319,False,"[507999.9999999998,4661999.999999996,509999.9899999998,4663999.9899999965]",EPSG:2158,train,True,,0.010000000183936208,150002.6334825634,61351.45931434772
PNOA_2015_GAL-W_508-4666_ORT-CLA-COL,GAL-W-2015,508,4666,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4666_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4666_ORT-CLA-CIR.laz,4250813,3509356,d134e84a03a5ac41655b202c31f6533ab219b0e8d310fdf267f2998f1f693f09,12613a7a961a5588fc31b7fd95b69be20ec1ce6f19a005907a14856854d6daab,769535,769535,True,"[508000.0000000587,4664000.0000124015,509999.99000005866,4665999.990012402]",EPSG:32629,train,True,,0.009999941335991025,148083.72634466772,62032.26257794448
PNOA_2015_GAL-W_508-4668_ORT-CLA-COL,GAL-W-2015,508,4668,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4668_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4668_ORT-CLA-CIR.laz,4313525,3549588,b30d9ad68f1a39e633c273b32247528eabd765b7ea75a78e3139f379d3bc49f5,b7ea8de16dcbd2e8adbc0ea28e51563b847efcb1c8aa282f65e3293386b32a7f,769674,769674,True,"[508000.0000000588,4666000.000012415,509999.9900000588,4667999.990012416]",EPSG:32629,train,True,,0.009999941219575703,146166.9934291403,62769.432374280026
PNOA_2015_GAL-W_508-4670_ORT-CLA-COL,GAL-W-2015,508,4670,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4670_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4670_ORT-CLA-CIR.laz,4133378,4108137,8940b44500a65f85004c8fd0f5b7438ebf5a0eeea3e26c8916297129ea4e3f08,5f3a48a748a5b337359ab56210df6d6e7b0a8caa4bb8bdc687ac2e6947630b03,821126,821126,True,"[508000.0000000588,4668000.000012431,509999.9900000588,4669999.9900124315]",EPSG:32629,train,True,,0.009987568482756615,144252.52139254226,63561.00754896666
PNOA_2015_GAL-W_508-4672_ORT-CLA-COL,GAL-W-2015,508,4672,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4672_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4672_ORT-CLA-CIR.laz,9021035,7985943,8d42ffc218edd43c85e5441d6ae9c755237f4fd1a602c17fe1a60cc585f3df7f,47d071e0c97a63beca405e038f76fa5ae37cb0fb14d928e50e3fe7e7557576c1,1403981,1403981,True,"[508000.0,4670000.0,509999.99,4671999.99]",EPSG:25829,train,True,,0.009987568482756615,142340.4014729763,64404.98210542557
PNOA_2015_GAL-W_508-4674_ORT-CLA-COL,GAL-W-2015,508,4674,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4674_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4674_ORT-CLA-CIR.laz,5060781,4002102,5e1256c9c0abd5afde6684a8ff2583bb1c21850c4725e883d4d6cd2b70655481,09e2999e7869888d8b9a2c4e3194d4592e198985d1a39b91fc15ce7037965683,836586,836586,True,"[508000.0,4672000.0,509999.99,4673999.99]",EPSG:25829,train,True,,0.009999999776482582,140430.7297262045,65299.3243456637
PNOA_2015_GAL-W_508-4676_ORT-CLA-COL,GAL-W-2015,508,4676,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4676_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4676_ORT-CLA-CIR.laz,5563324,4666216,4e5e344a7a8367b3b287917a577f9191382856f2c2686f6c206f44f13f5bf3cf,586f2f5ba445d8cd39fa0544cd351e8ac21db913c33c55eac6aa0ae5b66fad0e,899334,899334,True,"[508000.0,4674000.0,509999.99,4675999.99]",EPSG:25829,train,True,,0.009999999776482582,138523.60741541683,66241.99423326706
PNOA_2015_GAL-W_508-4678_ORT-CLA-COL,GAL-W-2015,508,4678,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4678_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4678_ORT-CLA-CIR.laz,5092073,4400860,f8c405a00b1080dd30b73dea1b01adf12ce513e2676e1ca73b648c1ef92443b7,58ff5c6719b0756fc2d2ddd8db95e3f300103d398193a7ff27f77d9e745fd4ed,824006,824006,True,"[508000.0,4676000.0,509999.99,4677999.99]",EPSG:25829,train,True,,0.009999999776482582,136619.14130650487,67230.95894006113
PNOA_2015_GAL-W_508-4680_ORT-CLA-COL,GAL-W-2015,508,4680,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4680_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4680_ORT-CLA-CIR.laz,4134997,4182112,413ad2ff66bda0a44cd94b035e7bb91f85b3c7b5372449f1a4690c8692d548c3,c94146b0d75a9c846303d6a90b666bc0d5543e54721168285ca8ebb43ef5ae43,811619,811619,True,"[508000.000000059,4678000.000012504,509999.990000059,4679999.990012504]",EPSG:32629,train,True,,0.00999994098674506,134717.44403776003,68264.20644007825
PNOA_2015_GAL-W_508-4682_ORT-CLA-COL,GAL-W-2015,508,4682,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4682_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4682_ORT-CLA-CIR.laz,3888544,3849865,38470af932a9b24d54fb7ce6b275bb6cab51c3820832061ea0d2cc3e994e64a8,b69a3e6a0a56760011bee63eeddd10cfeec4a8ee9aed1eed696485cc4c41139e,816125,816125,True,"[508000.000000059,4680000.00001252,509999.990000059,4681999.99001252]",EPSG:32629,train,True,,0.00999994098674506,132818.634566311,69339.75714512447
PNOA_2015_GAL-W_508-4684_ORT-CLA-COL,GAL-W-2015,508,4684,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4684_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4684_ORT-CLA-CIR.laz,3909894,4028805,379124bfc06083741c40cc686ce3f8595a002c4fe177143d629fe1ff62a40813,ff085c0b71998cd603a620fe4fc8367b349dd06667ba5400ac9e40710452d580,837014,837014,True,"[508000.0000000591,4682000.0000125365,509999.9900000591,4683999.990012537]",EPSG:32629,train,True,,0.009999940928537399,130922.83852732266,70455.67373176025
PNOA_2015_GAL-W_508-4686_ORT-CLA-COL,GAL-W-2015,508,4686,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4686_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_508-4686_ORT-CLA-CIR.laz,3441521,3418336,899ce51826c7e3880f9cda0cff9a09166c9507225c193255d609381083dc57dc,9bbc658851806b750570d682fa90b91efa3a582e37c69071c358f20e69f05310,820573,820573,True,"[508000.00000005914,4684000.000012549,509999.99000005913,4685999.990012549]",EPSG:32629,train,True,,0.009999940870329738,129030.18874683868,71610.06913170387
PNOA_2015_GAL-W_510-4662_ORT-CLA-COL,GAL-W-2015,510,4662,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4662_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4662_ORT-CLA-CIR.laz,31539779,31049959,96adf7036bf48f9caa2dc4ff349dfba75dfe2efbba720c7da5fd6e8b8317babe,beec554cf9026380115485bb0949e7d78b980dac73f9733d1c232ab6ef7bc803,4589261,4537137,False,"[509999.9999999997,4659999.999999994,511999.9899999997,4661999.989999995]",EPSG:2158,train,True,,0.01000000030035153,151382.801571899,58821.777259787246
PNOA_2015_GAL-W_510-4664_ORT-CLA-COL,GAL-W-2015,510,4664,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4664_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4664_ORT-CLA-CIR.laz,15128909,14324936,ecc5ae48ce56774601e4f4af2e7f28040c179e557439e68a3f6348788c0418d2,6aab96cdd31462d2d5528c02499a208a5d23d0e9d87518c7bcea975545406b59,2094334,2094334,True,"[510000.0,4662000.0,511999.99,4663999.99]",EPSG:25829,train,True,,0.009999999776482582,149454.85128192234,59464.28777005735
PNOA_2015_GAL-W_510-4666_ORT-CLA-COL,GAL-W-2015,510,4666,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4666_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4666_ORT-CLA-CIR.laz,5190491,4007564,e21e153d27b3ce27a770371fb7b00bfdebf719d450918c740d03b6b9db97060f,236c707e8c863cdc974440b5692f67f2f82ea948aef4155e62b62bf0c10d3147,782466,782466,True,"[510000.0,4664000.0,511999.99,4665999.99]",EPSG:25829,train,True,,0.009999941335991025,147528.8193257431,60166.44879000414
PNOA_2015_GAL-W_510-4668_ORT-CLA-COL,GAL-W-2015,510,4668,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4668_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4668_ORT-CLA-CIR.laz,5378536,4426267,928db380cfa6ef89c6d05e2becf3404a7332e25ece4d861c801a20a96bddbcf5,9d0a29bc408bc9cc0e7918c82f4bde5ecb2d062aa4c1b95886619f734706f012,797270,797270,True,"[510000.0,4666000.0,511999.99,4667999.99]",EPSG:25829,train,True,,0.009999941219575703,145604.78182942336,60926.1979775547
PNOA_2015_GAL-W_510-4670_ORT-CLA-COL,GAL-W-2015,510,4670,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4670_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4670_ORT-CLA-CIR.laz,3711749,4010349,34e388c081341c5c981ca1c2364bf5730235c237d560e86aa050feaba6e0f351,78ae8c5cc10832904128bfcdd468a22cd8a15a7f271a20eb1a881d36eaa26c47,720529,720529,True,"[510000.0000000736,4668000.00001243,511999.99000007357,4669999.990012431]",EPSG:32629,train,True,,0.010000014677643776,143682.8189036655,61741.40944810321
PNOA_2015_GAL-W_510-4672_ORT-CLA-COL,GAL-W-2015,510,4672,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4672_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4672_ORT-CLA-CIR.laz,3546926,4200804,b56823d7a8428c2a3816ad7aa6325c9ad1a3c4487076accf4075b000804f34ea,6ecc460cd5fd01e1a08057d236d54e17beb24ac821cb6b78e9465a9a34e406ad,736956,736956,True,"[510000.0000000736,4670000.000012445,511999.99000007357,4671999.9900124455]",EPSG:32629,train,True,,0.010000014677643776,141763.01495134557,62609.91679190193
PNOA_2015_GAL-W_510-4674_ORT-CLA-COL,GAL-W-2015,510,4674,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4674_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4674_ORT-CLA-CIR.laz,3378395,3748225,a95dca5502b1aec991deef7bb07600192f2172a7a4af411289ac809efc33d1a9,6fa7087e235e9a32b3f930fa62919e6cf89c429c4990ab3c120cff0a872bce07,716057,716057,True,"[510000.00000007363,4672000.000012461,511999.9900000736,4673999.990012461]",EPSG:32629,train,True,,0.010000012814998627,139845.4588754572,63529.53423990771
PNOA_2015_GAL-W_510-4676_ORT-CLA-COL,GAL-W-2015,510,4676,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4676_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4676_ORT-CLA-CIR.laz,3595091,3808717,61a53b7d5c665e80bec7cfa1eb736ea062d6dc2f4a1c811b477e11c36869bebb,abf0c9940c5ff3b76704c2a63444d37d7eb64d3448048978b22a2924deb5a576,753998,753998,True,"[510000.0000000737,4674000.000012474,511999.9900000737,4675999.990012474]",EPSG:32629,train,True,,0.009987525641918182,137930.24442840595,64498.07563633413
PNOA_2015_GAL-W_510-4678_ORT-CLA-COL,GAL-W-2015,510,4678,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4678_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4678_ORT-CLA-CIR.laz,5542487,5430928,cd7b9ad24017f6ebb6614d078e05830c94cf2fb6b0d8a6fb2443b77000d477a3,a5f1500fbcf55dc7a16b2e655d9f7af1a4164c73a0fc2e109ce0356a881610d9,944224,944224,True,"[510000.0,4676000.0,511999.99,4677999.99]",EPSG:25829,train,True,,0.009987525641918182,136017.47053715235,65513.37115429327
PNOA_2015_GAL-W_510-4680_ORT-CLA-COL,GAL-W-2015,510,4680,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4680_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4680_ORT-CLA-CIR.laz,14855819,14264522,b9d99f9f20f343996eaa40bb64aed8772b2f46be450d436347c1049cfa75ca90,51e75bc6c7436c86fdca4143a9b3ad8d8fde757f21e7ec6dffecd692fb132a58,2057271,2057271,True,"[510000.0,4678000.0,511999.99,4679999.99]",EPSG:25829,train,True,,0.00999994098674506,134107.2416063776,66573.28172773357
PNOA_2015_GAL-W_510-4682_ORT-CLA-COL,GAL-W-2015,510,4682,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4682_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4682_ORT-CLA-CIR.laz,13693954,12662232,0dff7d871954c2082770590ef01927bc61e46e891742b0e78265cbb692861886,d563ac492cb035460ae2a86eb1335107b285f1d21dae7faed069dda08ae581dc,2015648,2015648,True,"[510000.0,4680000.0,511999.99,4681999.99]",EPSG:25829,train,True,,0.00999994098674506,132199.66796939226,67675.71115252639
PNOA_2015_GAL-W_510-4684_ORT-CLA-COL,GAL-W-2015,510,4684,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4684_ORT-CLA-COL.laz,data/raw/pnoa_galicia/PNOA_2015_GAL-W_510-4684_ORT-CLA-CIR.laz,10670892,9791117,dcdd0d883aacffa50b5e53d87eec13d59baba21c712a87b7640d834899e89659,13cde537d9be1e0906be784ec3aac0fbf504fd315fc033714b8000cfe8b0a957,1544527,1544527,True,"[510000.0,4682000.0,511999.99,4683999.99]",EPSG:25829,train,True,,0.009999940928537399,130294.86625022409,68818.61608605758
